header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Hofstraat 141,5641 TD Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42498166-hofstraat-141/?navigateSource=resultlist,20220201_011227,"€ 430,000 kosten koper","€ 2,486    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 430,000) is calculated by dividing the asking price of the home by the living area (173 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1921,Gable roof,Living area173 m²Other space inside the building47 m²,173 m²,47 m²,365 m²,828 m³,5 rooms (4 bedrooms),2 bathrooms,"Bath, 2 showers and toilet",2 stories,D        What does this mean?,CH boiler,CH boiler,365 m²,Full ownership,Back garden,Built-in,Public parking,no
