header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Facilities,Type of parking facilities,error
Spechtstraat 18,7471 HL Goor        ,https://www.funda.nl/en/koop/goor/huis-42666028-spechtstraat-18/?navigateSource=resultlist,20220127_223130,"€ 200,000 kosten koper","€ 1,515    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1971,Gable roof covered with roof tiles,Living area132 m²Exterior space attached to the building1 m²External storage space18 m²,132 m²,1 m²,18 m²,184 m²,449 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,C        What does this mean?,"Roof insulation, partly double glazed and insulated walls",CH boiler,CH boiler,"Gas-fired combination boiler from 2006, in ownership",184 m²,Full ownership,Back garden,Detached brick storage,Electricity,Public parking,no
