header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Elzenbroek 68,4822 XD Breda        ,https://www.funda.nl/en/koop/breda/appartement-42663002-elzenbroek-68/?navigateSource=resultlist,20220129_194308,"€ 215,000 kosten koper","€ 4,479    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (48 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available on 5/2/2022,€ 120.00 per month,Galleried apartment (apartment),Resale property,1984,Gable roof covered with roof tiles,Living area48 m²Other space inside the building21 m²Exterior space attached to the building4 m²,48 m²,21 m²,4 m²,236 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,2nd floor,C        What does this mean?,Double glazing,District heating,District heating,Full ownership,In residential district,Balcony present,Attached brick storage,Electricity,Parking place,Yes,Yes,Yes (€ 120.00 per month),Yes,Yes,Yes,no
