header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of parking facilities,Acceptance,Status,error
Baarsjesweg 133,1057 HL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-88853776-baarsjesweg-133/?navigateSource=resultlist,20220130_183721,"€ 37,500 kosten koper",6+ months,Built-in garage,Available in consultation,Under offer,no
