header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Boterdiep 100 100a,9714 AN Groningen        ,https://www.funda.nl/en/koop/groningen/huis-49208277-boterdiep-100-100a/?navigateSource=resultlist,20220130_124047,"€ 299,000 kosten koper","€ 1,738    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (172 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",Resale property,1906-1930,Pyramid hip roof covered with roof tiles,Living area172 m²Other space inside the building27 m²Exterior space attached to the building4 m²,172 m²,27 m²,4 m²,95 m²,551 m³,8 rooms (4 bedrooms),1 bathroom and 3 separate toilets,Shower,3 stories and a loft,Not available,Gas heaters,Gas water heater,95 m²,Full ownership,Back garden,"9 m² (2,34 meter deep and 4,05 meter broad)",Located at the west,Roof terrace present,Attached brick storage,Resident's parking permits,no
