header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Osdorper Ban 203,1068 LW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88048163-osdorper-ban-203/?navigateSource=resultlist,20220130_234018,"€ 275,000 kosten koper","€ 4,231    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,€ 180.00 per month,Galleried apartment (apartment),Resale property,1960,With carpets and curtains,Living area65 m²Exterior space attached to the building7 m²External storage space7 m²,65 m²,7 m²,7 m²,214 m³,3 rooms (2 bedrooms),1 story,5th floor,TV via cable,B        What does this mean?,Double glazing,District heating,District heating,Municipal long-term lease,Paid until 01-06-2054,Storage box,Yes,Yes,Yes (€ 180.00 per month),Yes,Yes,Yes,no
