header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Zilverdistel 1,5237 HM Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42683282-zilverdistel-1/?navigateSource=resultlist,20220201_111047,"€ 350,000 kosten koper","€ 3,271    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1981-1990,Gable roof covered with roof tiles,Living area107 m²External storage space6 m²,107 m²,6 m²,136 m²,385 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Skylight and passive ventilation system,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Avanta ace 35c (gas-fired combination boiler from 2021, in ownership)",136 m²,Full ownership,Back garden and front garden,50 m² (10 meter deep and 5 meter broad),Located at the northeast accessible via the rear,Detached brick storage,Electricity,Public parking,no
