header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Balcony/roof garden,Type of parking facilities,error
Sarphatipark 111,1073 CW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42512710-sarphatipark-111/?navigateSource=resultlist,20220130_121220,"€ 2,900,000 kosten koper","€ 6,938    The asking price per m² (€ 2,900,000) is calculated by dividing the asking price of the home by the living area (418 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1887,Flat roof,Living area418 m²Exterior space attached to the building3 m²,418 m²,3 m²,152 m²,"1,545 m³",10 rooms (5 bedrooms),2 bathrooms and 2 separate toilets,"Bath, 2 showers and toilet",6 stories,"Mechanical ventilation, passive ventilation system, flue and TV via cable",Not available,Partly double glazed,CH boiler,CH boiler,152 m²,Full ownership,Alongside park,Back garden,"49 m² (8,33 meter deep and 5,9 meter broad)",Balcony present,"Paid parking, public parking and resident's parking permits",no
