header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Insulation.1,Type of parking facilities,error
Appelstraat 60,4462 TM Goes        ,https://www.funda.nl/en/koop/goes/huis-88901611-appelstraat-60/?navigateSource=resultlist,20220129_054954,"€ 245,000 kosten koper","€ 2,849    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1962,Gable roof covered with roof tiles,Living area86 m²Other space inside the building7 m²,86 m²,7 m²,143 m²,372 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Rolldown shutters and TV via cable,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",143 m²,Full ownership,Back garden and front garden,11 meter deep and 6 meter broad,Located at the south accessible via the rear,Attached brick storage,Double glazing,Public parking,no
