header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kwakersplein 6 -B,1053 TZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42535195-kwakersplein-6-b/?navigateSource=resultlist,20220130_231128,"€ 375,000 kosten koper","€ 10,417    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (36 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1906,Living area36 m²Exterior space attached to the building1 m²,36 m²,1 m²,102 m³,1 room (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,Not available,Double glazing,CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler from 2021, in ownership",Municipal long-term lease (end date of long-term lease:  15-12-2026),€ 203 per year with option to purchase,"Alongside a quiet road, in residential district and unobstructed surrounding view",Paid parking and resident's parking permits,No,No,No,No,No,Yes,no
