header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Echtpaar Curiedreef 4,3146 BC Maassluis        ,https://www.funda.nl/en/koop/maassluis/huis-42651911-echtpaar-curiedreef-4/?navigateSource=resultlist,20220130_114559,"€ 379,000 kosten koper","€ 3,081    The asking price per m² (€ 379,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1978,Gable roof covered with roof tiles,Living area123 m²External storage space11 m²,123 m²,11 m²,123 m²,463 m³,5 rooms (4 bedrooms),3 stories,"Air conditioning, outdoor awning, skylight, optical fibre and mechanical ventilation",C        What does this mean?,"Double glazing, energy efficient window and floor insulation",CH boiler,CH boiler,"Remeha Tzerra (gas-fired combination boiler from 2016, in ownership)",123 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden and front garden,Detached wooden storage,Electricity,Public parking,no
