header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of parking facilities,Capacity,Acceptance,Status,error
Johan van der Keukenstraat,1087 AZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-85081515-johan-van-der-keukenstraat/?navigateSource=resultlist,20220130_183610,"€ 4,500 kosten koper",6+ months,Parking place,1,Available immediately,Available,no
