header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
Type BG (Bouwnr. 1),3071 JM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42650900-type-bg-bouwnr-1/?navigateSource=resultlist,20220126_172321,"€ 425,500 vrij op naam","€ 5,319    The asking price per m² (€ 425,500) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,Living area80 m²,80 m²,287 m³,3 rooms (2 bedrooms),1 story,A        What does this mean?,Completely insulated,Complete floor heating,District heating,"Alongside water, in residential district and unobstructed surrounding view",Storage box,Resident's parking permits,no
