header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zeelandstraat 60 3,1082 BZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42533925-zeelandstraat-60-3/?navigateSource=resultlist,20220130_232459,"€ 550,000 kosten koper","€ 4,955    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 171.80 per month,Upstairs apartment,Resale property,1960,Living area111 m²Exterior space attached to the building7 m²,111 m²,7 m²,374 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories,4th floor,Not available,Partly double glazed,CH boiler,CH boiler,2018,Long-term lease,Bought off for eternity,"Alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 171.80 per month),Yes,Yes,Yes,no
