header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Garden,Type of garage,Capacity,error
Kasteelappartement 2 (Bouwnr. 2),5421 CW Gemert        ,https://www.funda.nl/en/koop/gemert/appartement-42583844-kasteelappartement-2-bouwnr-2/?navigateSource=resultlist,20220130_142156,"€ 495,000 vrij op naam","€ 4,267    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Maisonnette,New property,After 2020,Living area116 m²,116 m²,325 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories,A        What does this mean?,Patio/atrium,Basement,1 car,no
