header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pleinweg 39 A,3081 JD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42546285-pleinweg-39-a/?navigateSource=resultlist,20220126_172027,"€ 200,000 kosten koper","€ 2,299    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available immediately,€ 111.00 per month,Maisonnette (apartment),Resale property,1938,Living area87 m²Exterior space attached to the building4 m²External storage space6 m²,87 m²,4 m²,6 m²,245 m³,4 rooms (2 bedrooms),1 separate toilet,2 stories,3rd floor,F        What does this mean?,Double glazing,CH boiler,CH boiler,AWB (gas-fired combination boiler),Balcony present,Storage box,Yes,Yes,Yes (€ 111.00 per month),Yes,Yes,Yes,no
