header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Voltastraat 205,5223 CM Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42687558-voltastraat-205/?navigateSource=resultlist,20220127_233437,"€ 349,000 kosten koper","€ 4,474    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 154.07 per month,Apartment with shared street entrance (apartment),Resale property,2010,Flat roof,Living area78 m²,78 m²,259 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Elevator and mechanical ventilation,A+        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2010, in ownership)",Full ownership,In residential district,French balcony present,Underground parking and parking place,Parking garage,Yes,Yes,Yes (€ 154.07 per month),Yes,Yes,Yes,no
