header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,error
Zelfbouwkavels - Kavelnr. C (Bouwnr. 0),3024 WH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/bouwgrond-42565952-zelfbouwkavels-kavelnr-c-bouwnr-0/?navigateSource=resultlist,20220126_170545,"€ 200,000 vrij op naam",3 months,Under option,Available in consultation,Building plot,96 m²,no
