header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zwaluwstraat 12,2025 VP Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-88033617-zwaluwstraat-12/?navigateSource=resultlist,20220128_024920,"€ 250,000 kosten koper","€ 3,846    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,Ground-floor + upstairs apartment (apartment),Resale property,1933,Flat roof covered with asphalt roofing,Living area65 m²Exterior space attached to the building8 m²,65 m²,8 m²,195 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Ground floor,Passive ventilation system,G        What does this mean?,Partly double glazed,Gas heaters,Gas water heater,In residential district,Roof terrace present,Public parking,No,No,No,No,No,No,no
