header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Minahassastraat 22 -C,1094 RX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42658326-minahassastraat-22-c/?navigateSource=resultlist,20220131_004543,"€ 200,000 kosten koper","€ 8,696    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (23 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 45 per month,6 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance,Resale property,1981,With carpets and curtains,Living area23 m²External storage space3 m²,23 m²,3 m²,80 m³,1 room,1 bathroom,Shower and toilet,1 story,Passive ventilation system,D        What does this mean?,Mostly double glazed,CH boiler,CH boiler,Intergas ( combination boiler from 2017),Ownership encumbered with long-term leaset (end date of long-term lease:  29-02-2032),Paid until 29-02-2032,In residential district,Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
