header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Geldersekade 11 3,1011 EH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42446494-geldersekade-11-3/?navigateSource=resultlist,20220130_212409,"€ 450,000 kosten koper","€ 7,031    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available on immediately,€ 90.00 per month,Mezzanine (apartment),Resale property,1750,Listed building (national monument) and monumental building,Living area64 m²Other space inside the building4 m²External storage space5 m²,64 m²,4 m²,5 m²,132 m³,2 rooms (1 bedroom),1 bathroom,Bath and toilet,1 story,4th floor,Not required,CH boiler,CH boiler,"Remeha (gas-fired from 2018, in ownership)",Full ownership,Alongside water and in center,Built-in,Electricity,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 90.00 per month),Yes,Yes,Yes,no
