header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Julianaweg 229,3523 XA Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42664677-julianaweg-229/?navigateSource=resultlist,20220131_161149,"€ 350,000 kosten koper","€ 5,833    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 25 per month,3 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1931,Renovation project,Gable roof covered with roof tiles,Living area60 m²,60 m²,226 m³,3 rooms,1 separate toilet,1 story,Ground floor,Air conditioning,Not available,Double glazing,CH boiler,CH boiler,"Vailliant (gas-fired combination boiler, in ownership)",Full ownership,Alongside busy road and in residential district,Public parking,Yes,Yes,Yes,Yes,No,Yes,no
