header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kerkstraat 388,6441 BN Brunssum        ,https://www.funda.nl/en/koop/brunssum/appartement-88996040-kerkstraat-388/?navigateSource=resultlist,20220129_071232,"€ 225,000 kosten koper","€ 2,885    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2005,Living area78 m²External storage space5 m²,78 m²,5 m²,250 m³,3 rooms (2 bedrooms),1 story,4th floor,Mechanical ventilation and TV via cable,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2005, in ownership",Full ownership,Full ownership,Built-in,Parking on private property,No,No,No,No,No,No,no
