header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kanaalstraat 24 III,1054 XH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42535281-kanaalstraat-24-iii/?navigateSource=resultlist,20220130_212748,"€ 1,050,000 kosten koper","€ 8,678    The asking price per m² (€ 1,050,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 273.00 per month,Upstairs apartment (apartment),Resale property,1901,Flat roof covered with asphalt roofing,Living area121 m²Exterior space attached to the building40 m²,121 m²,40 m²,393 m³,4 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,3 stories,Not available,CH boiler,CH boiler,"Combiketel (gas-fired combination boiler from 2013, in ownership)",Full ownership,Alongside a quiet road,Roof terrace present and balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,No,Yes,No,Yes,no
