header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Niels Bohrplaats 550,3068 JK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42673071-niels-bohrplaats-550/?navigateSource=resultlist,20220125_220356,"€ 275,000 kosten koper","€ 3,090    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,€ 215.00 per month,Galleried apartment (apartment),Resale property,1969,Flat roof,Living area89 m²Exterior space attached to the building12 m²External storage space6 m²,89 m²,12 m²,6 m²,280 m³,4 rooms (3 bedrooms),1 story,2nd floor,Elevator and passive ventilation system,B        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"AWB (gas-fired combination boiler from 2009, to rent)",Full ownership,Alongside a quiet road and in residential district,Built-in,Public parking,Yes,Yes,Yes (€ 215.00 per month),Yes,Yes,Yes,no
