header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,Type of garage,Capacity,error
Berkenlaan 5,5271 ND Sint-Michielsgestel        ,https://www.funda.nl/en/koop/sint-michielsgestel/huis-88898861-berkenlaan-5/?navigateSource=resultlist,20220129_050825,"€ 775,000 kosten koper","€ 3,605    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (215 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Sold under reservation,Available in consultation,"Villa, detached residential property",Resale property,1974,Living area215 m²Other space inside the building65 m²,215 m²,65 m²,934 m²,944 m³,7 rooms (5 bedrooms),3 stories,C        What does this mean?,934 m²,Full ownership,Surrounded by garden,Built-in and parking place,1 car,no
