header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Anthony van Dijcklaan 34,3741 RD Baarn        ,https://www.funda.nl/en/koop/baarn/appartement-42679732-anthony-van-dijcklaan-34/?navigateSource=resultlist,20220128_081150,"€ 315,000 kosten koper","€ 3,119    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 140 per month,2 weeks,Under offer,Available in consultation,Maisonnette,Resale property,1956,Living area101 m²Other space inside the building1 m²Exterior space attached to the building6 m²External storage space8 m²,101 m²,1 m²,6 m²,8 m²,303 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,3 stories,3rd floor,E        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"HR (gas-fired combination boiler, in ownership)",Full ownership,In residential district,Balcony present,Built-in,Yes,Yes,No,Yes,Yes,Yes,no
