header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Piet Heinstraat 5,1215 KX Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42515368-piet-heinstraat-5/?navigateSource=resultlist,20220129_085821,"€ 399,000 kosten koper","€ 3,562    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 425,000 kosten koper",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1967,Gable roof covered with roof tiles,Living area112 m²Exterior space attached to the building8 m²External storage space7 m²,112 m²,8 m²,7 m²,145 m²,376 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,D        What does this mean?,CH boiler,145 m²,Full ownership,Back garden and front garden,66 m² (11 meter deep and 6 meter broad),Located at the south,Public parking,no
