header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boerhaavelaan 86,3843 AP Harderwijk        ,https://www.funda.nl/en/koop/harderwijk/appartement-42670002-boerhaavelaan-86/?navigateSource=resultlist,20220127_221208,"€ 230,000 kosten koper","€ 4,259    The asking price per m² (€ 230,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 127.00 per month,Galleried apartment,Resale property,2008,Flat roof covered with asphalt roofing,Living area54 m²,54 m²,176 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,3rd floor,"Optical fibre, mechanical ventilation and TV via cable",A        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2008, in ownership",Full ownership,Alongside a quiet road and in residential district,French balcony present,Built-in,Electricity,Public parking,Yes,Yes,Yes (€ 127.00 per month),Yes,Yes,Yes,no
