header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Type M (Bouwnr. 13),4758 BS Standdaarbuiten        ,https://www.funda.nl/en/koop/standdaarbuiten/appartement-88920821-type-m-bouwnr-13/?navigateSource=resultlist,20220130_152408,"€ 495,000 vrij op naam","€ 3,462    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under option,Available in consultation,Maisonnette,New property,2022,Living area143 m²,143 m²,429 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,1st floor,A        What does this mean?,"Roof insulation, energy efficient window, insulated walls and floor insulation",Complete floor heating,On navigable waterway and alongside water,Sun terrace,Roof terrace present,Built-in,Built-in,1 car,Parking on private property,no
