header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Type of parking facilities,error
Prins Hendrikkade 516 .,1011 TE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88936043-prins-hendrikkade-516/?navigateSource=resultlist,20220130_232817,"€ 555,000 kosten koper","€ 5,187    The asking price per m² (€ 555,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1945-1959,Living area107 m²Exterior space attached to the building40 m²,107 m²,40 m²,107 m²,809 m³,5 rooms,1 story and a basement,Not available,107 m² (part of parcel),Paid parking,no
