header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
1e Oosterstraat 49,1211 LA Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42667895-1e-oosterstraat-49/?navigateSource=resultlist,20220130_114331,"€ 350,000 kosten koper","€ 2,734    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1930,Living area128 m²Other space inside the building1 m²Exterior space attached to the building18 m²,128 m²,1 m²,18 m²,75 m²,428 m³,5 rooms (3 bedrooms),2 bathrooms and 3 separate toilets,2 showers,3 stories,"Skylight, passive ventilation system and TV via cable",F        What does this mean?,CH boiler,CH boiler,Intergas ( combination boiler from 2009),75 m²,Full ownership,"Alongside a quiet road, in center, in residential district and unobstructed surrounding view",Roof terrace present,Public parking,no
