header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Nancy Zeelenbergsingel 132,3066 GA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42582104-nancy-zeelenbergsingel-132/?navigateSource=resultlist,20220126_171550,"€ 851,250 vrij op naam","€ 4,411    The asking price per m² (€ 851,250) is calculated by dividing the asking price of the home by the living area (193 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Galleried apartment (apartment),New property,2023,Flat roof,Woningborg garantiecertificaat,Living area193 m²Exterior space attached to the building42 m²,193 m²,42 m²,551 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,5th floor,"Balanced ventilation system, elevator, mechanical ventilation, TV via cable and solar panels",Not available,Energy efficient window and completely insulated,"Complete floor heating, heat recovery unit and heat pump",Central facility,"Alongside park, alongside water, in residential district and unobstructed surrounding view",Sun terrace,Balcony present,Built-in,Parking on private property and parking garage,no
