header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laarderweg 126 D,1402 RG Bussum        ,https://www.funda.nl/en/koop/bussum/appartement-42670161-laarderweg-126-d/?navigateSource=resultlist,20220129_203138,"€ 145,000 kosten koper","€ 4,394    The asking price per m² (€ 145,000) is calculated by dividing the asking price of the home by the living area (33 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 136 per month,2 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance,Resale property,1966,Flat roof,Living area33 m²Exterior space attached to the building3 m²External storage space5 m²,33 m²,3 m²,5 m²,104 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,3 stories,3rd floor,G        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Storage box,Public parking,Yes,Yes,No,Yes,Yes,Yes,no
