header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Heating,Hot water,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lambert Heijnricsstraat 26 B,3817 ES Amersfoort        ,https://www.funda.nl/en/koop/amersfoort/appartement-87698235-lambert-heijnricsstraat-26-b/?navigateSource=resultlist,20220128_052535,"€ 245,000 kosten koper","€ 4,375    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 195,000 kosten koper",6+ months,Under offer,Available in consultation,€ 120.00 per month,Apartment with shared street entrance (apartment),Resale property,1960,Living area56 m²Exterior space attached to the building3 m²External storage space5 m²,56 m²,3 m²,5 m²,186 m³,1 room (1 bedroom),1 story,1st floor,E        What does this mean?,Communal central heating,Electrical boiler (rental),Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Yes,Yes,Yes (€ 120.00 per month),Yes,Yes,Yes,no
