header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwe Plein 8 -2,6811 KR Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-88034809-nieuwe-plein-8-2/?navigateSource=resultlist,20220127_221149,"€ 185,000 kosten koper","€ 4,205    The asking price per m² (€ 185,000) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,€ 180.00 per month,Apartment with shared street entrance (apartment),Resale property,1960,Living area44 m²,44 m²,137 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,1st floor,Mechanical ventilation,C        What does this mean?,Communal central heating,Central facility,Full ownership,In center,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 180.00 per month),Yes,Yes,Yes,no
