header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
Giselbertstraat 1,6226 DS Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-42530525-giselbertstraat-1/?navigateSource=resultlist,20220129_093925,"€ 489,000 kosten koper","€ 3,037    The asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (161 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,2005,Flat roof covered with asphalt roofing,Living area161 m²Other space inside the building18 m²,161 m²,18 m²,165 m²,607 m³,6 rooms (3 bedrooms),1 separate toilet,3 stories,Sliding door and TV via cable,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler, to rent",165 m²,Full ownership,Back garden and front garden,Built-in,1 car,Parking on private property and public parking,no
