header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwezijds Voorburgwal 306 -1,1012 RV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42678878-nieuwezijds-voorburgwal-306-1/?navigateSource=resultlist,20220128_081213,"€ 475,000 kosten koper","€ 7,197    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 136 per month,2 weeks,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1750,Protected townscape or village view (permit needed for alterations) and monumental building,Living area66 m²Exterior space attached to the building13 m²,66 m²,13 m²,215 m³,3 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,TV via cable,G        What does this mean?,CH boiler,CH boiler,"Electrical from 2018, in ownership",Full ownership,In center and in residential district,Patio/atrium,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
