header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Location,Shed / storage,Type of parking facilities,error
Gebouw A.4 (Bouwnr. 25),2742 MG Waddinxveen        ,https://www.funda.nl/en/koop/waddinxveen/appartement-42542914-gebouw-a4-bouwnr-25/?navigateSource=resultlist,20220130_125610,"€ 779,500 vrij op naam","€ 4,812    The asking price per m² (€ 779,500) is calculated by dividing the asking price of the home by the living area (162 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under option,Available in consultation,Penthouse (apartment),New property,After 2020,Living area162 m²,162 m²,421 m³,4 rooms (3 bedrooms),1 story,A        What does this mean?,"Alongside park, alongside water, in residential district and unobstructed surrounding view",Built-in,Parking garage,no
