header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Polderstraat 27 B,9724 EB Groningen        ,https://www.funda.nl/en/koop/groningen/appartement-88902661-polderstraat-27-b/?navigateSource=resultlist,20220127_223506,"€ 189,000 kosten koper","€ 4,109    The asking price per m² (€ 189,000) is calculated by dividing the asking price of the home by the living area (46 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 20.00 per month,Upstairs apartment,Resale property,1938,Combination roof,Living area46 m²Other space inside the building2 m²External storage space1 m²,46 m²,2 m²,1 m²,150 m³,3 rooms (1 bedroom),1 separate toilet,1 story,G        What does this mean?,CH boiler,CH boiler and electrical boiler,"Remeha (gas-fired from 2018, in ownership)",Balcony present,Paid parking and resident's parking permits,No,No,No,No,No,No,no
