header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Maluslaan 10,1185 LA Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/huis-42673583-maluslaan-10/?navigateSource=resultlist,20220128_014243,"€ 575,000 kosten koper","€ 4,528    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 15, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1958,Gable roof covered with roof tiles,Living area127 m²Exterior space attached to the building3 m²External storage space4 m²,127 m²,3 m²,4 m²,159 m²,419 m³,7 rooms (6 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Sliding door,D        What does this mean?,CH boiler,CH boiler,Nefit (gas-fired combination boiler from 2008),159 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"73 m² (11,9 meter deep and 6,1 meter broad)",Located at the northeast accessible via the rear,Balcony present,Detached brick storage,Public parking,no
