header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
De Bieb type H (Bouwnr. 35),2611 MJ Delft        ,https://www.funda.nl/en/koop/delft/appartement-41927980-de-bieb-type-h-bouwnr-35/?navigateSource=resultlist,20220128_141838,"€ 650,000 vrij op naam","€ 5,462    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Galleried apartment (apartment),New property,2021,Living area119 m²,119 m²,516 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,3rd floor,Mechanical ventilation and solar panels,A        What does this mean?,Energy efficient window and completely insulated,"Communal central heating, complete floor heating and heat pump",Geothermal heating,In center,Built-in,Parking garage,no
