header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Tonnenbergerhout 22,3845 HD Harderwijk        ,https://www.funda.nl/en/koop/harderwijk/huis-88027977-tonnenbergerhout-22/?navigateSource=resultlist,20220129_065219,"€ 410,000 kosten koper","€ 3,280    The asking price per m² (€ 410,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2009,Energie Prestatie Advies,Living area125 m²,125 m²,125 m²,450 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, optical fibre and mechanical ventilation",A        What does this mean?,Completely insulated,CH boiler and partial floor heating,CH boiler,"Intergas (gas-fired combination boiler from 2009, in ownership)",125 m²,Full ownership,In residential district,Back garden,45 m² (9 meter deep and 5 meter broad),Located at the west accessible via the rear,Detached wooden storage,Electricity,Public parking,no
