header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of parking facilities,error
Tweekapper drie-laags (Bouwnr. 11),9408 Assen        ,https://www.funda.nl/en/koop/assen/huis-42596314-tweekapper-drie-laags-bouwnr-11/?navigateSource=resultlist,20220128_004023,"€ 405,000 vrij op naam","€ 2,832    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 405,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2022,Flat roof,Woningborg garantiecertificaat,Living area143 m²,143 m²,308 m²,369 m³,4 rooms (3 bedrooms),2 stories and a attic,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,In residential district,Back garden and front garden,Attached brick storage,Parking on private property,no
