header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eschertoren 5 D,2316 ET Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-42599765-eschertoren-5-d/?navigateSource=resultlist,20220128_232721,"€ 345,000 kosten koper","€ 4,859    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2002,Flat roof,Living area71 m²,71 m²,240 m³,2 rooms (1 bedroom),1 story,5th floor,"Balanced ventilation system, elevator and mechanical ventilation",C        What does this mean?,Heat pump,Electrical boiler,Full ownership,"In center, in residential district and unobstructed surrounding view",Parking on gated property,No,No,No,No,No,No,no
