header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Front garden,Garden location,Type of garage,Capacity,Facilities.1,error
Stroekmaat 9,9431 MD Westerbork        ,https://www.funda.nl/en/koop/westerbork/huis-42683168-stroekmaat-9/?navigateSource=resultlist,20220128_071140,"€ 325,000 kosten koper","€ 2,444    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,2001,Living area133 m²Other space inside the building20 m²,133 m²,20 m²,215 m²,460 m³,4 rooms (3 bedrooms),1 separate toilet,3 stories,Optical fibre,B        What does this mean?,Completely insulated,CH boiler,CH boiler,"HR (gas-fired combination boiler, in ownership)",215 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"48 m² (5 meter deep and 9,5 meter broad)",Located at the southeast,Attached brick garage,1 car,Electricity,no
