header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,error
Noorderwerfstraat 9,1156 AG Marken        ,https://www.funda.nl/en/koop/marken/huis-42574871-noorderwerfstraat-9/?navigateSource=resultlist,20220128_054228,"€ 325,000 kosten koper","€ 4,167    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1938,Gable roof covered with roof tiles,Living area78 m²Other space inside the building3 m²,78 m²,3 m²,129 m²,340 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,Skylight and TV via cable,A        What does this mean?,Completely insulated,CH boiler and partial floor heating,CH boiler,"Nefit (gas-fired combination boiler from 2021, in ownership)",129 m²,Full ownership,In center and in residential district,"Back garden, front garden and sun terrace","61 m² (11 meter deep and 5,5 meter broad)",Located at the west accessible via the rear,Attached brick storage,Electricity,no
