header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Herkenberg 20,6231 LK Meerssen        ,https://www.funda.nl/en/koop/meerssen/huis-42696759-herkenberg-20/?navigateSource=resultlist,20220129_171638,"€ 550,000 kosten koper","€ 3,125    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (176 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1974,Gable roof covered with roof tiles,Living area176 m²Other space inside the building24 m²Exterior space attached to the building4 m²External storage space41 m²,176 m²,24 m²,4 m²,41 m²,270 m²,719 m³,4 rooms (3 bedrooms),"2 stories, a/an loft and a basement","Outdoor awning, flue, sliding door and TV via cable",C        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",270 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Carport and built-in,1 car,Public parking,no
