header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Area,Ownership situation,Garden,Patio/atrium,error
Koekoekstraat 53,3514 CT Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88992413-koekoekstraat-53/?navigateSource=resultlist,20220131_153821,"€ 750,000 kosten koper","€ 5,906    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1910,Living area127 m²Exterior space attached to the building10 m²,127 m²,10 m²,57 m²,476 m³,6 rooms (4 bedrooms),3 stories,Mechanical ventilation and TV via cable,D        What does this mean?,57 m²,Full ownership,Patio/atrium,4 m² (2 meter deep and 2 meter broad),no
