header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hilledijk 91 c,3072 RE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88991670-hilledijk-91-c/?navigateSource=resultlist,20220126_005455,"€ 269,500 kosten koper","€ 3,743    The asking price per m² (€ 269,500) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 100.00 per month,Apartment with shared street entrance,Resale property,1964,Living area72 m²External storage space8 m²,72 m²,8 m²,233 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,1 story,4th floor,D        What does this mean?,Completely insulated,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",Full ownership,Built-in,Paid parking and public parking,Yes,Yes,Yes (€ 100.00 per month),Yes,Yes,Yes,no
