header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Paramariboplein 28 II,1058 AS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42686074-paramariboplein-28-ii/?navigateSource=resultlist,20220130_211610,"€ 695,000 kosten koper","€ 7,722    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Under offer,Available in consultation,€ 160.00 per month,Upstairs apartment (apartment),Resale property,1930,Flat roof,Living area90 m²Exterior space attached to the building8 m²,90 m²,8 m²,310 m³,5 rooms (3 bedrooms),2 bathrooms,Bath and 2 toilets,1 story,3rd floor,Mechanical ventilation,D        What does this mean?,CH boiler and complete floor heating,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Balcony present,Paid parking and resident's parking permits,Yes,No,Yes (€ 160.00 per month),Yes,No,Yes,no
