header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Waterbieskreek 46,2353 JH Leiderdorp        ,https://www.funda.nl/en/koop/leiderdorp/huis-88968807-waterbieskreek-46/?navigateSource=resultlist,20220130_123347,"€ 695,000 kosten koper","€ 3,048    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (228 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1977,Flat roof,Living area228 m²Exterior space attached to the building48 m²,228 m²,48 m²,210 m²,673 m³,7 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",4 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha Calenta (gas-fired combination boiler from 2012, in ownership)",210 m²,Full ownership,In residential district and unobstructed surrounding view,Back garden and front garden,35 m² (5 meter deep and 7 meter broad),Located at the east,Roof terrace present,Built-in,Public parking,no
