header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Breestraat 81 2,1071 ZH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42651021-van-breestraat-81-2/?navigateSource=resultlist,20220130_205148,"€ 1,750,000 kosten koper","€ 8,929    The asking price per m² (€ 1,750,000) is calculated by dividing the asking price of the home by the living area (196 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1898,Living area196 m²Exterior space attached to the building31 m²,196 m²,31 m²,697 m³,6 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,Solar panels,G        What does this mean?,CH boiler,CH boiler,"HR (gas-fired combination boiler, in ownership)",Full ownership,Roof terrace present and balcony present,Paid parking and resident's parking permits,No,No,No,No,No,No,no
