header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Livingstonelaan 174,3526 HS Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42537347-livingstonelaan-174/?navigateSource=resultlist,20220131_152514,"€ 239,000 kosten koper","€ 3,567    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 152.00 per month,Apartment with shared street entrance (apartment),Resale property,1962,Living area67 m²Exterior space attached to the building12 m²External storage space4 m²,67 m²,12 m²,4 m²,250 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,6th floor,Passive ventilation system,E        What does this mean?,Double glazing,Communal central heating,Electrical boiler (rental),Full ownership,Balcony present,Built-in,Yes,Yes,Yes (€ 152.00 per month),Yes,Yes,Yes,no
