header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Antoniuslaan 276,5921 KM Venlo        ,https://www.funda.nl/en/koop/venlo/appartement-88893936-antoniuslaan-276/?navigateSource=resultlist,20220127_234419,"€ 315,000 kosten koper","€ 2,812    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 319,000 kosten koper",4 months,Available,Available in consultation,€ 153.60 per month,Galleried apartment (apartment),Resale property,2004,Living area112 m²Exterior space attached to the building6 m²External storage space8 m²,112 m²,6 m²,8 m²,315 m³,3 rooms (2 bedrooms),1 story,2nd floor,B        What does this mean?,In center,Parking place,No,No,No,No,No,No,no
