header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bilderdijkstraat 31 2,1052 NA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-86798858-bilderdijkstraat-31-2/?navigateSource=resultlist,20220131_005321,"€ 250,000 kosten koper","€ 6,579    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (38 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 80 per month,6+ months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,Before 1906,With carpets and curtains,Living area38 m²Exterior space attached to the building5 m²,38 m²,5 m²,138 m³,2 rooms (1 bedroom),1 story,2nd floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Municipal ownership encumbered with long-term leaset (end date of long-term lease:  16-03-2026),"€ 76,32 per year",In center,Balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
