header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,Ownership situation,Fees,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Moerweg 152,2531 BB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88016768-moerweg-152/?navigateSource=resultlist,20220131_205117,"€ 239,000 kosten koper","€ 2,988    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 75.00 per month,Residential property with shared street entrance (apartment),Resale property,1931-1944,Living area80 m²Other space inside the building1 m²Exterior space attached to the building7 m²External storage space3 m²,80 m²,1 m²,7 m²,3 m²,250 m³,4 rooms (2 bedrooms),1 story,G        What does this mean?,CH boiler,CH boiler,Municipal long-term lease,"€ 121,56 per year with option to purchase",Storage box,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 75.00 per month),Yes,Yes,Yes,no
