header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Sint Jorisstrjitte 1 -A,8854 AK Oosterbierum        ,https://www.funda.nl/en/koop/oosterbierum/huis-88032105-sint-jorisstrjitte-1-a/?navigateSource=resultlist,20220127_225717,"€ 219,000 kosten koper","€ 1,203    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (182 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, detached residential property",Resale property,Before 1906,Living area182 m²Exterior space attached to the building13 m²,182 m²,13 m²,268 m²,680 m³,5 rooms (4 bedrooms),2 stories,F        What does this mean?,268 m²,Back garden,"83 m² (7,3 meter deep and 11,4 meter broad)",Located at the northwest accessible via the rear,Detached brick storage,Parking on private property,no
