header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zuiderparklaan 176,2574 HS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88049687-zuiderparklaan-176/?navigateSource=resultlist,20220131_215805,"€ 290,000 kosten koper","€ 3,816    The asking price per m² (€ 290,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available immediately,€ 70.00 per month,Upstairs apartment (apartment),Resale property,1929,Living area76 m²Exterior space attached to the building7 m²,76 m²,7 m²,252 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,1st floor,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2019, in ownership)",Long-term lease,"€ 163,4 per year",Balcony present,Resident's parking permits,Yes,Yes,Yes (€ 70.00 per month),Yes,No,Yes,no
