header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pekelharingstraat 11 II,1097 HH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88944904-pekelharingstraat-11-ii/?navigateSource=resultlist,20220131_005422,"€ 395,000 kosten koper","€ 6,810    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 138.00 per month,Upstairs apartment (apartment),Resale property,1951,Living area58 m²Exterior space attached to the building5 m²External storage space6 m²,58 m²,5 m²,6 m²,180 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,2nd floor,Not available,Double glazing,CH boiler,CH boiler,Municipal ownership encumbered with long-term leaset,Paid until 31-03-2059,Alongside a quiet road,Balcony present,Yes,Yes,Yes (€ 138.00 per month),Yes,Yes,Yes,no
