header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Schuilenburg 59,8926 KP Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-42655084-schuilenburg-59/?navigateSource=resultlist,20220130_144504,"€ 247,500 kosten koper","€ 2,134    The asking price per m² (€ 247,500) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1981,Gable roof covered with roof tiles,Living area116 m²External storage space8 m²,116 m²,8 m²,168 m²,405 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,A        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,Intergas Comci Compact (pellet-fuelled combination boiler from 2006),168 m²,Full ownership,In residential district,Back garden and front garden,"58 m² (11 meter deep and 5,5 meter broad)",Located at the east accessible via the rear,Detached brick storage,Carport,Parking on private property,no
