header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Kleine Heistraat 16 K379,4884 ME Wernhout        ,https://www.funda.nl/en/koop/wernhout/huis-88018660-kleine-heistraat-16-k379/?navigateSource=resultlist,20220129_054634,"€ 357,500 kosten koper","€ 4,062    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 357,500) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1998,Accessible for seniors,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area88 m²,88 m²,314 m²,349 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and toilet",2 stories,Skylight,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas HR Kombi Kompact (gas-fired combination boiler from 2008, in ownership)",314 m²,Full ownership,In residential district,Surrounded by garden,Parking on private property,no
