header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tweede Oosterparkstraat 188 2,1092 BT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42696240-tweede-oosterparkstraat-188-2/?navigateSource=resultlist,20220130_232228,"€ 455,000 kosten koper","€ 6,894    The asking price per m² (€ 455,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 70 per month,"January 28, 2022",Available,Available in consultation,€ 70.00 per month,Apartment with shared street entrance (apartment),Resale property,1899,Living area66 m²Exterior space attached to the building7 m²,66 m²,7 m²,215 m³,4 rooms (3 bedrooms),1 bathroom,Bath and toilet,1 story,2nd floor,B        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2008, in ownership)",Private long-term lease,€ 2.126 per year,In residential district,Balcony present,Public parking,Yes,No,Yes (€ 70.00 per month),No,No,Yes,no
