header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities,error
Kamphuisstraat 17,3781 CA Voorthuizen        ,https://www.funda.nl/en/koop/voorthuizen/huis-88025421-kamphuisstraat-17/?navigateSource=resultlist,20220129_065407,"€ 375,000 kosten koper","€ 4,167    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1956,Living area90 m²External storage space28 m²,90 m²,28 m²,320 m²,360 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,E            2.03What does this mean?,Roof insulation and double glazing,"CH boiler, gas heater and partial floor heating",CH boiler and electrical boiler,"Remeha (gas-fired combination boiler from 2017, in ownership)",320 m²,Full ownership,In residential district,Surrounded by garden,Detached brick garage,2 cars,"Loft, electricity and running water",no
